id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,username
1110,0.09,0.82,7,267,4,0,1,0,technical,low,U01110
1111,0.44,0.46,2,149,3,0,1,0,technical,low,U01111
1112,0.09,0.82,6,251,4,0,1,0,support,low,U01112
1113,0.1,0.87,6,306,4,0,1,0,support,medium,U01113
1114,0.11,0.86,6,279,4,0,1,0,support,medium,U01114
1115,0.42,0.46,2,131,3,0,1,0,support,medium,U01115
1116,0.09,0.85,6,260,4,0,1,0,support,medium,U01116
1117,0.72,0.88,5,249,5,0,1,0,support,medium,U01117
1118,0.75,0.97,4,245,5,0,1,0,support,medium,U01118
1119,0.44,0.5,2,138,3,0,1,0,support,medium,U01119
1120,0.11,0.91,6,278,4,0,1,0,support,medium,U01120
1121,0.38,0.47,2,147,3,0,1,0,support,medium,U01121
1122,0.39,0.57,2,131,3,0,1,0,support,medium,U01122
1123,0.1,0.9,7,301,4,0,1,0,technical,medium,U01123
1124,0.43,0.52,2,141,3,0,1,0,technical,medium,U01124
1125,0.39,0.57,2,158,3,0,1,0,technical,high,U01125
1126,0.88,0.87,4,235,6,0,1,0,management,low,U01126
1127,0.1,0.85,7,261,4,0,1,0,IT,medium,U01127
1128,0.1,0.89,5,270,4,0,1,0,IT,medium,U01128
1129,0.11,0.93,6,290,4,0,1,0,IT,medium,U01129
1130,0.37,0.47,2,149,3,0,1,0,IT,medium,U01130
1131,0.37,0.48,2,160,3,0,1,0,IT,low,U01131
1132,0.77,0.87,4,150,4,0,1,0,product_mng,low,U01132
1133,0.91,0.94,5,218,6,0,1,0,product_mng,low,U01133
1134,0.46,0.51,2,155,3,0,1,0,product_mng,low,U01134
1135,0.11,0.87,6,291,4,0,1,0,product_mng,low,U01135
1136,0.86,0.91,5,265,5,0,1,0,IT,low,U01136
1137,0.87,0.88,5,262,6,0,1,0,sales,low,U01137
1138,0.09,0.92,6,303,5,0,1,0,sales,low,U01138
1139,0.42,0.46,2,132,3,0,1,0,sales,low,U01139
1140,0.82,0.83,4,245,5,1,1,0,sales,low,U01140
1141,0.46,0.48,2,129,3,0,1,0,sales,low,U01141
1142,0.88,1,5,226,6,0,1,0,marketing,low,U01142
1143,0.1,0.91,6,286,4,0,1,0,marketing,low,U01143
1144,0.43,0.45,2,140,3,0,1,0,sales,low,U01144
1145,0.37,0.49,2,153,3,0,1,0,accounting,low,U01145
1146,0.8,0.95,5,217,5,0,1,0,support,low,U01146
1147,0.83,0.95,5,258,5,0,1,0,technical,low,U01147
1148,0.39,0.57,2,156,3,0,1,0,management,low,U01148
1149,0.77,0.92,5,255,5,0,1,0,marketing,low,U01149
1150,0.43,0.46,2,129,3,0,1,0,marketing,low,U01150
1151,0.79,0.96,4,234,5,0,1,0,marketing,low,U01151
1152,0.39,0.55,2,152,3,1,1,0,sales,medium,U01152
1153,0.1,0.88,7,300,4,0,1,0,sales,medium,U01153
1154,0.39,0.53,2,131,3,0,1,0,sales,medium,U01154
1155,0.11,0.89,6,301,4,0,1,0,sales,medium,U01155
1156,0.4,0.51,2,156,3,0,1,0,sales,medium,U01156
1157,0.42,0.52,2,141,3,1,1,0,sales,medium,U01157
1158,0.57,0.85,4,219,2,1,1,0,sales,medium,U01158
1159,0.11,0.95,7,269,5,0,1,0,sales,medium,U01159
1160,0.36,0.73,4,276,2,0,1,0,sales,medium,U01160
1161,0.11,0.94,7,302,4,0,1,0,sales,medium,U01161
1162,0.35,0.8,6,281,2,0,1,0,sales,medium,U01162
1163,0.78,0.99,5,241,5,0,1,0,sales,medium,U01163
1164,0.11,0.93,7,288,4,0,1,0,sales,high,U01164
1165,0.1,0.96,6,303,4,0,1,0,sales,low,U01165
1166,0.42,0.54,2,135,3,0,1,0,sales,medium,U01166
1167,0.43,0.5,2,127,3,1,1,0,sales,medium,U01167
1168,0.79,0.84,5,245,5,0,1,0,sales,medium,U01168
1169,0.45,0.45,2,145,3,0,1,0,sales,medium,U01169
1170,0.09,0.91,6,248,4,0,1,0,sales,low,U01170
1171,0.11,0.91,6,302,4,0,1,0,accounting,low,U01171
1172,0.45,0.49,2,144,3,0,1,0,accounting,low,U01172
1173,0.11,0.91,6,272,4,0,1,0,accounting,low,U01173
1174,0.09,0.8,6,294,4,0,1,0,hr,low,U01174
1175,0.78,0.71,4,296,3,0,1,0,hr,low,U01175
1176,0.38,0.5,2,151,3,1,1,0,hr,low,U01176
1177,0.82,0.82,4,249,5,0,1,0,hr,low,U01177
1178,0.85,0.89,4,221,5,0,1,0,technical,low,U01178
1179,0.45,0.46,2,146,3,0,1,0,technical,low,U01179
1180,0.77,0.89,5,243,5,0,1,0,technical,low,U01180
1181,0.39,0.5,2,127,3,0,1,0,technical,low,U01181
1182,0.91,0.9,4,245,5,0,1,0,technical,low,U01182
1183,0.11,0.77,6,264,4,0,1,0,technical,low,U01183
1184,0.46,0.45,2,143,3,0,1,0,technical,low,U01184
1185,0.43,0.49,2,135,3,0,1,0,technical,low,U01185
1186,0.11,0.96,6,262,4,1,1,0,technical,low,U01186
1187,0.1,0.93,6,299,4,0,1,0,technical,low,U01187
1188,0.09,0.8,5,279,4,0,1,0,technical,low,U01188
1189,0.36,0.51,2,155,3,0,1,0,support,low,U01189
1190,0.11,0.89,6,264,4,0,1,0,support,low,U01190
1191,0.09,0.77,6,256,5,0,1,0,support,medium,U01191
1192,0.44,0.51,2,129,3,0,1,0,support,medium,U01192
1193,0.73,0.97,5,217,6,0,1,0,support,medium,U01193
1194,0.21,0.58,7,203,5,0,1,0,support,medium,U01194
1195,0.8,0.85,4,264,5,0,1,0,support,medium,U01195
1196,0.37,0.55,2,159,3,0,1,0,support,medium,U01196
1197,0.79,0.96,5,218,5,0,1,0,support,medium,U01197
1198,0.09,0.8,6,298,4,0,1,0,support,medium,U01198
1199,0.75,0.74,6,134,3,0,1,0,support,medium,U01199
1200,0.83,1,5,263,5,0,1,0,technical,medium,U01200
1201,0.1,0.77,5,252,4,0,1,0,technical,medium,U01201
1202,0.44,0.55,2,136,3,0,1,0,technical,medium,U01202
1203,0.42,0.97,6,259,4,0,1,0,management,high,U01203
1204,0.43,0.56,2,158,3,0,1,0,IT,low,U01204
1205,0.09,0.84,7,307,4,0,1,0,IT,medium,U01205
1206,0.44,0.53,2,152,3,0,1,0,IT,medium,U01206
1207,0.81,0.98,5,237,5,0,1,0,IT,medium,U01207
1208,0.1,0.79,7,284,4,0,1,0,IT,medium,U01208
1209,0.1,0.93,6,243,4,0,1,0,product_mng,low,U01209
1210,0.11,0.83,6,268,4,0,1,0,product_mng,low,U01210
1211,0.09,0.77,6,244,4,0,1,0,product_mng,low,U01211
1212,0.75,0.83,5,262,5,0,1,0,product_mng,low,U01212
1213,0.38,0.55,2,134,3,0,1,0,IT,low,U01213
1214,0.09,0.87,7,278,4,0,1,0,IT,low,U01214
1215,0.74,0.97,5,238,5,0,1,0,IT,low,U01215
1216,0.44,0.56,2,127,3,0,1,0,IT,low,U01216
1217,0.76,0.95,4,259,5,0,1,0,RandD,low,U01217
1218,0.42,0.56,2,146,3,0,1,0,RandD,low,U01218
1219,0.75,1,4,243,5,0,1,0,RandD,low,U01219
1220,0.36,0.52,2,137,3,0,1,0,marketing,low,U01220
1221,0.75,0.93,5,229,5,0,1,0,sales,low,U01221
1222,0.4,0.46,2,134,3,0,1,0,accounting,low,U01222
1223,0.75,0.89,4,228,5,0,1,0,support,low,U01223
1224,0.09,0.84,6,301,4,0,1,0,technical,low,U01224
1225,0.39,0.46,2,127,3,0,1,0,management,low,U01225
1226,0.4,0.48,2,142,3,0,1,0,marketing,low,U01226
1227,0.39,0.54,2,131,3,0,1,0,marketing,low,U01227
1228,0.1,0.85,7,310,5,0,1,0,marketing,low,U01228
1229,0.42,0.55,2,148,3,0,1,0,sales,low,U01229
1230,0.37,0.52,2,143,3,0,1,0,sales,medium,U01230
1231,0.11,0.98,6,250,4,0,1,0,sales,medium,U01231
1232,0.09,0.88,7,265,4,0,1,0,sales,medium,U01232
1233,0.41,0.54,2,152,3,0,1,0,sales,medium,U01233
1234,0.42,0.49,2,145,3,0,1,0,sales,medium,U01234
1235,0.4,0.49,2,140,3,0,1,0,sales,medium,U01235
1236,0.36,0.47,2,129,3,0,1,0,sales,medium,U01236
1237,0.74,0.9,4,226,5,0,1,0,sales,medium,U01237
1238,0.66,1,5,269,5,0,1,0,sales,medium,U01238
1239,0.38,0.47,2,152,3,0,1,0,sales,medium,U01239
1240,0.43,0.51,2,132,3,0,1,0,sales,medium,U01240
1241,0.43,0.53,2,148,3,0,1,0,sales,medium,U01241
1242,0.1,0.85,6,297,5,0,1,0,sales,high,U01242
1243,0.82,0.85,4,274,5,0,1,0,sales,low,U01243
1244,0.1,0.77,6,280,4,0,1,0,sales,medium,U01244
1245,0.1,0.93,6,288,4,0,1,0,sales,medium,U01245
1246,0.43,0.49,2,155,3,0,1,0,sales,medium,U01246
1247,0.09,0.94,7,247,4,0,1,0,sales,medium,U01247
1248,0.41,0.54,2,138,3,0,1,0,accounting,low,U01248
1249,0.1,0.82,7,284,4,0,1,0,accounting,low,U01249
1250,0.88,0.92,4,225,5,0,1,0,accounting,low,U01250
1251,0.43,0.57,2,151,3,1,1,0,hr,low,U01251
1252,0.42,0.5,2,155,3,0,1,0,hr,low,U01252
1253,0.85,1,4,234,5,0,1,0,hr,low,U01253
1254,0.38,0.49,2,144,3,0,1,0,hr,low,U01254
1255,0.39,0.47,2,142,3,0,1,0,technical,low,U01255
1256,0.41,0.48,2,126,3,0,1,0,technical,low,U01256
1257,0.88,0.92,4,233,6,0,1,0,technical,low,U01257
1258,0.78,0.96,4,241,5,0,1,0,technical,low,U01258
1259,0.45,0.48,2,138,3,0,1,0,technical,low,U01259
1260,0.09,0.95,6,260,4,1,1,0,technical,low,U01260
1261,0.44,0.56,2,145,3,0,1,0,technical,low,U01261
1262,0.11,0.84,6,252,4,0,1,0,technical,low,U01262
1263,0.36,0.51,2,143,3,0,1,0,technical,low,U01263
1264,0.86,0.98,4,270,5,0,1,0,technical,low,U01264
1265,0.1,0.92,6,285,4,0,1,0,technical,low,U01265
1266,0.45,0.53,2,149,3,0,1,0,support,low,U01266
1267,0.42,0.53,2,158,3,0,1,0,support,low,U01267
1268,0.36,0.55,2,134,3,0,1,0,support,low,U01268
1269,0.45,0.55,2,129,3,0,1,0,support,medium,U01269
1270,0.38,0.57,2,131,3,0,1,0,support,medium,U01270
1271,0.11,0.97,6,288,4,0,1,0,support,medium,U01271
1272,0.45,0.46,2,142,3,0,1,0,support,medium,U01272
1273,0.87,0.95,5,227,5,0,1,0,support,medium,U01273
1274,0.45,0.53,2,131,3,0,1,0,support,medium,U01274
1275,0.1,0.83,6,283,5,0,1,0,support,medium,U01275
1276,0.44,0.54,2,139,3,0,1,0,support,medium,U01276
1277,0.78,1,4,267,5,0,1,0,technical,medium,U01277
1278,0.38,0.56,2,148,3,0,1,0,technical,medium,U01278
1279,0.85,0.84,5,272,6,0,1,0,technical,medium,U01279
1280,0.36,0.48,2,148,3,1,1,0,management,medium,U01280
1281,0.75,0.88,5,270,5,0,1,0,IT,high,U01281
1282,0.81,0.81,4,218,5,1,1,0,IT,low,U01282
1283,0.4,0.55,2,150,3,0,1,0,IT,medium,U01283
1284,0.83,0.83,5,260,5,0,1,0,IT,medium,U01284
1285,0.41,0.52,2,127,3,0,1,0,IT,medium,U01285
1286,0.42,0.57,2,134,3,0,1,0,product_mng,medium,U01286
1287,0.09,0.83,7,258,4,0,1,0,product_mng,low,U01287
1288,0.87,0.81,5,304,5,0,1,0,product_mng,low,U01288
1289,0.43,0.56,6,149,4,0,1,0,product_mng,low,U01289
1290,0.39,0.51,2,139,3,0,1,0,IT,low,U01290
1291,0.1,0.9,6,272,5,0,1,0,RandD,low,U01291
1292,0.41,0.52,2,132,3,0,1,0,RandD,low,U01292
1293,0.72,1,2,240,2,0,1,0,RandD,low,U01293
1294,0.44,0.55,2,137,3,0,1,0,RandD,low,U01294
1295,0.38,0.5,2,139,3,0,1,0,RandD,low,U01295
1296,0.46,0.52,2,148,3,0,1,0,RandD,low,U01296
1297,0.4,0.49,2,149,3,0,1,0,marketing,low,U01297
1298,0.45,0.45,2,131,3,0,1,0,sales,low,U01298
1299,0.89,0.89,5,262,5,0,1,0,accounting,low,U01299
1300,0.1,0.97,7,284,4,0,1,0,support,low,U01300
1301,0.46,0.48,2,161,3,0,1,0,technical,low,U01301
1302,0.09,0.78,7,290,4,0,1,0,management,low,U01302
1303,0.45,0.57,2,149,3,0,1,0,marketing,low,U01303
1304,0.89,0.98,4,242,6,0,1,0,marketing,low,U01304
1305,0.62,0.77,5,227,4,0,1,0,marketing,low,U01305
1306,0.11,0.93,6,276,4,0,1,0,sales,low,U01306
1307,0.44,0.5,2,135,3,0,1,0,sales,low,U01307
1308,0.09,0.94,6,266,4,0,1,0,sales,medium,U01308
1309,0.56,0.75,5,236,2,0,1,0,sales,medium,U01309
1310,0.77,0.89,4,270,5,0,1,0,sales,medium,U01310
1311,0.39,0.49,2,146,3,0,1,0,sales,medium,U01311
1312,0.1,0.92,5,272,4,0,1,0,sales,medium,U01312
1313,0.72,0.85,5,246,5,0,1,0,sales,medium,U01313
1314,0.4,0.52,2,136,3,0,1,0,sales,medium,U01314
1315,0.11,0.81,6,260,4,0,1,0,sales,medium,U01315
1316,0.88,1,5,247,5,0,1,0,sales,medium,U01316
1317,0.37,0.51,2,127,3,0,1,0,sales,medium,U01317
1318,0.11,0.96,6,267,4,0,1,0,sales,medium,U01318
1319,0.4,0.52,2,143,3,0,1,0,sales,medium,U01319
1320,0.1,0.86,6,306,4,0,1,0,sales,high,U01320
1321,0.62,0.89,3,131,4,0,1,0,sales,low,U01321
1322,0.78,0.86,4,249,5,0,1,0,sales,medium,U01322
1323,0.37,0.52,2,144,3,0,1,0,sales,medium,U01323
1324,0.76,0.82,4,254,5,1,1,0,sales,medium,U01324
1325,0.42,0.53,2,131,3,0,1,0,accounting,medium,U01325
1326,0.1,0.77,6,272,4,0,1,0,accounting,low,U01326
1327,0.42,0.47,2,157,3,0,1,0,accounting,low,U01327
1328,0.1,0.96,7,301,4,0,1,0,hr,low,U01328
1329,0.1,0.81,6,252,4,0,1,0,hr,low,U01329
1330,0.42,0.47,2,130,3,0,1,0,hr,low,U01330
1331,0.09,0.86,6,297,4,0,1,0,hr,low,U01331
1332,0.1,0.8,6,248,4,0,1,0,technical,low,U01332
1333,0.11,0.89,7,257,4,0,1,0,technical,low,U01333
1334,0.44,0.53,2,147,3,0,1,0,technical,low,U01334
1335,0.87,0.9,3,307,5,0,1,0,technical,low,U01335
1336,0.44,0.46,2,154,3,0,1,0,technical,low,U01336
1337,0.41,0.56,2,143,3,0,1,0,technical,low,U01337
1338,0.51,0.79,4,134,3,0,1,0,technical,low,U01338
1339,0.89,0.96,5,221,5,0,1,0,technical,low,U01339
1340,0.1,0.96,6,275,4,0,1,0,technical,low,U01340
1341,0.9,0.94,5,247,5,0,1,0,technical,low,U01341
1342,0.36,0.55,2,131,3,0,1,0,technical,low,U01342
1343,0.44,0.54,2,150,3,0,1,0,support,low,U01343
1344,0.39,0.57,2,150,3,0,1,0,support,low,U01344
1345,0.38,1,5,137,4,0,1,0,support,low,U01345
1346,0.73,0.95,4,223,6,0,1,0,support,low,U01346
1347,0.1,0.96,6,292,4,0,1,0,support,medium,U01347
1348,0.89,0.83,5,130,4,1,1,0,support,medium,U01348
1349,0.87,0.85,5,221,6,0,1,0,support,medium,U01349
1350,0.84,0.89,4,245,5,1,1,0,support,medium,U01350
1351,0.11,0.77,6,274,4,0,1,0,support,medium,U01351
1352,0.74,1,5,248,5,0,1,0,support,medium,U01352
1353,0.79,0.97,4,243,5,0,1,0,support,medium,U01353
1354,0.1,0.92,7,273,4,0,1,0,technical,medium,U01354
1355,0.83,0.95,5,221,5,0,1,0,technical,medium,U01355
1356,0.1,0.79,6,271,4,0,1,0,technical,medium,U01356
1357,0.45,0.5,2,157,3,0,1,0,management,medium,U01357
1358,0.29,0.48,2,249,4,0,1,0,IT,medium,U01358
1359,0.46,0.46,2,145,3,0,1,0,IT,high,U01359
1360,0.11,0.83,6,262,5,0,1,0,IT,low,U01360
1361,0.75,0.89,5,272,5,0,1,0,IT,medium,U01361
1362,0.4,0.5,2,129,3,0,1,0,IT,medium,U01362
1363,0.37,0.46,2,134,3,0,1,0,product_mng,medium,U01363
1364,0.41,0.52,2,147,3,0,1,0,product_mng,medium,U01364
1365,0.1,0.83,6,293,4,0,1,0,product_mng,low,U01365
1366,0.39,0.52,2,129,3,0,1,0,product_mng,low,U01366
1367,0.4,0.45,2,140,3,0,1,0,IT,low,U01367
1368,0.41,0.52,2,132,3,0,1,0,RandD,low,U01368
1369,0.11,0.89,6,284,4,0,1,0,RandD,low,U01369
1370,0.74,0.99,5,263,5,0,1,0,RandD,low,U01370
1371,0.42,0.46,2,143,3,0,1,0,RandD,low,U01371
1372,0.88,0.88,4,265,5,0,1,0,RandD,low,U01372
1373,0.37,0.53,2,147,3,0,1,0,RandD,low,U01373
1374,0.78,0.81,4,253,5,0,1,0,marketing,low,U01374
1375,0.46,0.5,2,141,3,0,1,0,sales,low,U01375
1376,0.74,1,5,222,6,0,1,0,accounting,low,U01376
1377,0.11,0.86,6,273,4,1,1,0,support,low,U01377
1378,0.8,0.87,5,240,6,0,1,0,technical,low,U01378
1379,0.37,0.48,2,154,3,0,1,0,management,low,U01379
1380,0.87,0.92,4,253,6,0,1,0,marketing,low,U01380
1381,0.9,0.84,5,221,5,0,1,0,marketing,low,U01381
1382,0.1,0.88,6,263,4,0,1,0,marketing,low,U01382
1383,0.43,0.46,2,145,3,0,1,0,sales,low,U01383
1384,0.11,0.91,6,279,4,0,1,0,sales,low,U01384
1385,0.4,0.46,2,146,3,0,1,0,sales,low,U01385
1386,0.09,0.93,7,270,4,0,1,0,sales,medium,U01386
1387,0.4,0.5,2,135,3,0,1,0,sales,medium,U01387
1388,0.14,0.7,5,236,3,0,1,0,sales,medium,U01388
1389,0.4,0.49,2,151,3,0,1,0,sales,medium,U01389
1390,0.11,0.79,6,244,4,1,1,0,sales,medium,U01390
1391,0.72,1,4,169,3,0,1,0,sales,medium,U01391
1392,0.39,0.57,2,157,3,0,1,0,sales,medium,U01392
1393,0.82,0.93,4,246,5,0,1,0,sales,medium,U01393
1394,0.41,0.52,2,142,3,0,1,0,sales,medium,U01394
1395,0.45,0.51,2,156,3,0,1,0,sales,medium,U01395
1396,0.2,0.7,6,281,5,0,1,0,sales,medium,U01396
1397,0.43,0.53,2,146,3,0,1,0,sales,medium,U01397
1398,0.39,0.55,2,156,3,0,1,0,sales,high,U01398
1399,0.11,0.86,6,299,4,1,1,0,sales,low,U01399
1400,0.45,0.47,2,136,3,0,1,0,sales,medium,U01400
1401,0.11,0.87,6,272,4,0,1,0,sales,medium,U01401
1402,0.84,0.86,5,240,5,0,1,0,accounting,medium,U01402
1403,0.86,0.96,5,245,6,0,1,0,accounting,medium,U01403
1404,0.79,0.93,5,269,5,0,1,0,accounting,low,U01404
1405,0.39,0.57,2,130,3,0,1,0,hr,low,U01405
1406,0.15,0.62,4,257,3,0,1,0,hr,low,U01406
1407,0.81,1,4,241,5,0,1,0,hr,low,U01407
1408,0.39,0.53,2,136,3,0,1,0,hr,low,U01408
1409,0.92,0.94,4,219,5,0,1,0,technical,low,U01409
1410,0.9,0.98,5,271,5,0,1,0,technical,low,U01410
1411,0.32,0.6,2,280,4,0,1,0,technical,low,U01411
1412,0.46,0.46,2,140,3,0,1,0,technical,low,U01412
1413,0.83,0.98,4,254,5,0,1,0,technical,low,U01413
1414,0.39,0.47,2,131,3,0,1,0,technical,low,U01414
1415,0.2,0.9,6,138,3,0,1,0,technical,low,U01415
1416,0.11,0.85,6,295,4,0,1,0,technical,low,U01416
1417,0.11,0.96,6,301,5,0,1,0,technical,low,U01417
1418,0.1,0.95,7,296,4,0,1,0,technical,low,U01418
1419,0.75,0.87,5,246,5,0,1,0,technical,low,U01419
1420,0.44,0.57,2,145,3,0,1,0,support,low,U01420
1421,0.86,0.93,5,241,5,1,1,0,support,low,U01421
1422,0.1,0.82,6,269,4,0,1,0,support,low,U01422
1423,0.39,0.49,2,146,3,0,1,0,support,low,U01423
1424,0.45,0.48,2,149,3,0,1,0,support,low,U01424
1425,0.1,0.94,7,287,4,0,1,0,support,medium,U01425
1426,0.36,0.55,2,138,3,0,1,0,support,medium,U01426
1427,0.57,0.61,4,158,5,0,1,0,support,medium,U01427
1428,0.09,0.87,6,266,4,0,1,0,support,medium,U01428
1429,0.87,0.91,4,255,5,0,1,0,support,medium,U01429
1430,0.43,0.52,2,156,3,0,1,0,support,medium,U01430
1431,0.36,0.5,2,147,3,0,1,0,technical,medium,U01431
1432,0.91,0.99,5,265,5,1,1,0,technical,medium,U01432
1433,0.41,0.48,2,136,3,0,1,0,technical,medium,U01433
1434,0.37,0.52,2,140,3,0,1,0,management,medium,U01434
1435,0.43,0.45,2,146,3,0,1,0,IT,medium,U01435
1436,0.43,0.57,2,142,3,0,1,0,IT,medium,U01436
1437,0.4,0.53,2,155,3,0,1,0,IT,high,U01437
1438,0.1,0.89,7,285,4,0,1,0,IT,low,U01438
1439,0.76,0.99,4,253,5,1,1,0,IT,medium,U01439
1440,0.82,0.93,4,248,5,0,1,0,product_mng,medium,U01440
1441,0.11,0.83,7,255,5,0,1,0,product_mng,medium,U01441
1442,0.43,0.52,2,154,3,1,1,0,product_mng,medium,U01442
1443,0.11,0.88,7,305,4,0,1,0,product_mng,low,U01443
1444,0.41,0.48,2,141,3,0,1,0,IT,low,U01444
1445,0.73,0.87,5,252,5,0,1,0,RandD,low,U01445
1446,0.37,0.57,2,157,3,0,1,0,RandD,low,U01446
1447,0.11,0.89,6,250,4,0,1,0,RandD,low,U01447
1448,0.46,0.52,2,131,3,0,1,0,RandD,low,U01448
1449,0.41,0.5,2,149,3,0,1,0,RandD,low,U01449
1450,0.78,0.78,4,260,5,0,1,0,RandD,low,U01450
1451,0.78,0.86,5,260,6,0,1,0,marketing,low,U01451
1452,0.72,0.86,5,251,5,0,1,0,sales,low,U01452
1453,0.63,0.83,6,242,5,0,1,0,accounting,low,U01453
1454,0.55,1,6,136,3,0,1,0,support,low,U01454
1455,0.45,0.55,2,155,3,0,1,0,technical,low,U01455
1456,0.39,0.51,2,155,3,0,1,0,management,low,U01456
1457,0.1,0.81,6,248,4,0,1,0,marketing,low,U01457
1458,0.4,0.5,2,136,3,0,1,0,marketing,low,U01458
1459,0.39,0.54,2,133,3,0,1,0,marketing,low,U01459
1460,0.78,0.45,4,128,2,0,1,0,sales,low,U01460
1461,0.42,0.53,2,142,3,0,1,0,sales,low,U01461
1462,0.39,0.54,2,149,3,0,1,0,sales,low,U01462
1463,0.46,0.57,2,145,3,0,1,0,sales,low,U01463
1464,0.1,0.92,6,279,4,0,1,0,sales,medium,U01464
1465,0.45,0.47,2,146,3,0,1,0,sales,medium,U01465
1466,0.1,0.83,6,264,4,1,1,0,sales,medium,U01466
1467,0.1,0.89,7,272,4,0,1,0,sales,medium,U01467
1468,0.78,0.86,5,256,5,0,1,0,sales,medium,U01468
1469,0.4,0.65,2,296,5,0,1,0,sales,medium,U01469
1470,0.45,0.51,2,155,3,1,1,0,sales,medium,U01470
1471,0.39,0.56,2,130,3,0,1,0,sales,medium,U01471
1472,0.43,0.48,2,157,3,0,1,0,sales,medium,U01472
1473,0.09,0.96,6,245,4,0,1,0,sales,medium,U01473
1474,0.79,0.86,5,226,5,0,1,0,sales,medium,U01474
1475,0.44,0.47,2,156,3,1,1,0,sales,medium,U01475
1476,0.79,0.95,5,228,5,0,1,0,sales,high,U01476
1477,0.38,0.46,2,155,3,0,1,0,sales,low,U01477
1478,0.36,0.56,2,159,3,0,1,0,sales,medium,U01478
1479,0.39,0.57,2,142,3,0,1,0,accounting,medium,U01479
1480,0.09,0.93,6,271,4,0,1,0,accounting,medium,U01480
1481,0.16,0.65,4,277,5,0,1,0,accounting,medium,U01481
1482,0.09,0.77,6,310,4,0,1,0,hr,low,U01482
1483,0.11,0.87,6,254,4,0,1,0,hr,low,U01483
1484,0.44,0.56,2,142,3,0,1,0,hr,low,U01484
1485,0.11,0.88,7,253,4,0,1,0,hr,low,U01485
1486,0.11,0.97,6,260,4,0,1,0,technical,low,U01486
1487,0.45,0.52,2,147,3,0,1,0,technical,low,U01487
1488,0.1,0.96,7,288,4,0,1,0,technical,low,U01488
1489,0.4,0.46,2,160,3,0,1,0,technical,low,U01489
1490,0.38,0.55,2,130,3,0,1,0,technical,low,U01490
1491,0.39,0.56,2,133,3,0,1,0,technical,low,U01491
1492,0.38,0.55,2,160,3,0,1,0,technical,low,U01492
1493,0.38,0.45,2,151,3,0,1,0,technical,low,U01493
1494,0.17,0.75,3,188,4,0,1,0,technical,low,U01494
1495,0.79,0.84,5,247,5,0,1,0,technical,low,U01495
1496,0.1,0.85,7,259,4,0,1,0,technical,low,U01496
1497,0.37,0.48,2,129,3,0,1,0,support,low,U01497
1498,0.42,0.49,2,152,3,0,1,0,support,low,U01498
1499,0.44,0.48,2,128,3,0,1,0,support,low,U01499
1500,0.11,0.83,6,253,4,0,1,0,support,low,U01500
1501,0.39,0.48,2,151,3,0,1,0,support,low,U01501
1502,0.1,0.83,5,271,5,0,1,0,support,low,U01502
1503,0.4,0.46,2,155,3,0,1,0,support,medium,U01503
1504,0.86,0.91,5,245,5,0,1,0,support,medium,U01504
1505,0.37,0.46,2,157,3,0,1,0,support,medium,U01505
1506,0.4,0.51,2,160,3,0,1,0,support,medium,U01506
1507,0.43,0.48,2,149,3,0,1,0,support,medium,U01507
1508,0.88,0.88,5,248,5,0,1,0,technical,medium,U01508
1509,0.44,0.52,2,128,3,0,1,0,technical,medium,U01509
1510,0.87,1,4,224,5,0,1,0,technical,medium,U01510
1511,0.4,0.46,2,156,3,0,1,0,management,medium,U01511
1512,0.45,0.52,2,143,3,0,1,0,IT,medium,U01512
1513,0.84,0.93,4,250,5,0,1,0,IT,medium,U01513
1514,0.1,0.68,3,179,3,0,1,0,IT,medium,U01514
1515,0.72,0.99,5,257,5,0,1,0,IT,high,U01515
1516,0.4,0.5,2,127,3,0,1,0,IT,low,U01516
1517,0.45,0.5,2,145,3,0,1,0,product_mng,medium,U01517
1518,0.89,0.98,5,274,5,0,1,0,product_mng,medium,U01518
1519,0.4,0.55,2,131,3,0,1,0,product_mng,medium,U01519
1520,0.38,0.53,2,136,3,0,1,0,product_mng,medium,U01520
1521,0.38,0.47,2,140,3,1,1,0,IT,low,U01521
1522,0.1,0.82,7,265,4,0,1,0,RandD,low,U01522
1523,0.42,0.48,2,148,3,1,1,0,RandD,low,U01523
1524,0.74,0.86,5,262,5,0,1,0,RandD,low,U01524
1525,0.1,0.8,6,261,4,0,1,0,RandD,low,U01525
1526,0.82,0.9,5,248,5,0,1,0,RandD,low,U01526
1527,0.38,0.55,2,131,3,0,1,0,marketing,low,U01527
1528,0.41,0.56,2,160,3,0,1,0,sales,low,U01528
1529,0.4,0.47,2,152,3,0,1,0,accounting,low,U01529
1530,0.83,0.98,4,249,5,0,1,0,support,low,U01530
1531,0.36,0.57,2,144,3,0,1,0,technical,low,U01531
1532,0.75,0.98,4,245,5,0,1,0,management,low,U01532
1533,0.44,0.53,2,146,3,0,1,0,marketing,low,U01533
1534,0.1,0.94,6,297,5,0,1,0,marketing,low,U01534
1535,0.39,0.52,2,148,3,1,1,0,marketing,low,U01535
1536,0.09,0.84,7,260,4,0,1,0,sales,low,U01536
1537,0.4,0.57,2,152,3,0,1,0,sales,low,U01537
1538,0.41,0.54,2,135,3,0,1,0,sales,low,U01538
